Skipped LLM_code/arxiv_dataset/2020/Q1/A-Two-Step-Disentanglement-Method/DisAdvNet.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/CAFEutilities.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 191)
Skipped LLM_code/arxiv_dataset/2020/Q1/3D-Reconstruction/util/metrics.py: invalid syntax (<unknown>, line 11)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/copy_digest_results.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 10)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/tmp_ccf.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 54)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/rvtoolbox_arcs.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 54)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/sci4rv.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 217)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/RB06_WavelengthCalibration_withCERESThAr.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 117)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/RB10_SaveResults.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 186)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/RB04_TraceOrders.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 22)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/RB02_cafe_checks.py: Function parameters cannot be parenthesized (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/thar4rv.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 253)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/test_cte_horizontal.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 46)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/CARSmath.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 137)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/RB07_CrossCorr.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 68)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/GLOBALutils.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 67)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/RB05_ExtractOrders.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/cafex.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/RB06_WavelengthCalibration.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 106)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/analysis.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 84)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/rvtoolbox.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 64)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/RB03_MasterFrames.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 74)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/fits2ascii_cafex.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 26)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/read_cafex.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 11)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/RB01_prepare_data.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 92)
Skipped LLM_code/arxiv_dataset/2020/Q1/cafextractor/src/RB08_RadialVelocity.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 46)
Skipped LLM_code/arxiv_dataset/2020/Q1/ICRA2020/pose_graph_optimizer/fast/hover.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 15)
Skipped LLM_code/arxiv_dataset/2020/Q1/ICRA2020/instance_comparator/run.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 103)
Skipped LLM_code/arxiv_dataset/2020/Q1/ICRA2020/topological_classifier/classifier_LSTM.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 257)
Skipped LLM_code/arxiv_dataset/2020/Q1/ICRA2020/topological_classifier/classifier_CNN.py: invalid syntax (<unknown>, line 158)
Skipped LLM_code/arxiv_dataset/2020/Q1/fault-tolerant-ros-master/src/ros_comm/topic_tools/test/test_mux_services.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 75)
Skipped LLM_code/arxiv_dataset/2020/Q1/fault-tolerant-ros-master/src/ros_comm/topic_tools/test/test_mux_delete_add.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 71)
Skipped LLM_code/arxiv_dataset/2020/Q1/fault-tolerant-ros-master/src/ros_comm/rosmaster/src/rosmaster/rosrescue.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 134)
Skipped LLM_code/arxiv_dataset/2020/Q1/FADNet/detecter.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 113)
Skipped LLM_code/arxiv_dataset/2020/Q1/FADNet/kitti_finetune.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 189)
Skipped LLM_code/arxiv_dataset/2020/Q1/SemGCN/models/sem_gcn.py: invalid syntax (<unknown>, line 49)
Skipped LLM_code/arxiv_dataset/2020/Q1/SynSeg-Net/torchsrc/ext/fcn.berkeleyvision.org/score.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2020/Q1/SynSeg-Net/torchsrc/ext/fcn.berkeleyvision.org/surgery.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2020/Q1/ListContinuation_WSDM2020/main.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 62)
Skipped LLM_code/arxiv_dataset/2020/Q1/ListContinuation_WSDM2020/util.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 105)
Skipped LLM_code/arxiv_dataset/2020/Q1/GPS-Net/lib/dataloaders/blob.py: invalid syntax (<unknown>, line 151)
Skipped LLM_code/arxiv_dataset/2020/Q1/lsc-cnn/main.py: cannot use starred expression here (<unknown>, line 642)
Skipped LLM_code/arxiv_dataset/2020/Q1/mycode/ONLINE_HASHING_UTILS/vlfeat/docsrc/doxytag.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 65)
Skipped LLM_code/arxiv_dataset/2020/Q1/mycode/ONLINE_HASHING_UTILS/vlfeat/docsrc/mdoc.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 300)
Skipped LLM_code/arxiv_dataset/2020/Q1/mycode/ONLINE_HASHING_UTILS/vlfeat/docsrc/webdoc.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 83)
Skipped LLM_code/arxiv_dataset/2020/Q1/mycode/ONLINE_HASHING_UTILS/vlfeat/docsrc/formatter.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 629)
Skipped LLM_code/arxiv_dataset/2020/Q1/mycode/ONLINE_HASHING_UTILS/vlfeat/docsrc/wikidoc.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 6)
Skipped LLM_code/arxiv_dataset/2020/Q1/deep_human/network/processing_detail_data.py: expected an indented block after 'if' statement on line 153 (<unknown>, line 254)
Skipped LLM_code/arxiv_dataset/2020/Q1/X-Temporal/x_temporal/interface/temporal_helper.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 361)
Skipped LLM_code/arxiv_dataset/2020/Q1/collaborative-distillation/tools/convert_caffemodel_to_pth/utils.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/collaborative-distillation/tools/convert_caffemodel_to_pth/normalise_vgg/data_loader.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/collaborative-distillation/tools/convert_caffemodel_to_pth/normalise_vgg/utils.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/collaborative-distillation/tools/convert_caffemodel_to_pth/normalise_vgg/model.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/collaborative-distillation/PytorchWCT/utils.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/multi-view-pose-estimation/PXIO.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 93)
Skipped LLM_code/arxiv_dataset/2020/Q1/multi-view-pose-estimation/genlist.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 49)
Skipped LLM_code/arxiv_dataset/2020/Q1/multi-view-pose-estimation/train4view.py: invalid syntax (<unknown>, line 53)
Skipped LLM_code/arxiv_dataset/2020/Q1/multi-view-pose-estimation/train.py: invalid syntax (<unknown>, line 106)
Skipped LLM_code/arxiv_dataset/2020/Q1/multi-view-pose-estimation/genlist4view.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 72)
Skipped LLM_code/arxiv_dataset/2020/Q1/onpolicybaselines/onpolicyalgos/normalizing_flows/acktr_normflow/acktr_cont.py: invalid syntax (<unknown>, line 56)
Skipped LLM_code/arxiv_dataset/2020/Q1/onpolicybaselines/onpolicyalgos/normalizing_flows/acktr_normflow/kfac.py: invalid syntax (<unknown>, line 13)
Skipped LLM_code/arxiv_dataset/2020/Q1/onpolicybaselines/onpolicyalgos/normalizing_flows/acktr_normflow/value_functions.py: invalid syntax (<unknown>, line 24)
Skipped LLM_code/arxiv_dataset/2020/Q1/LinearFold/src/scripts/gen_latex_script.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 29)
Skipped LLM_code/arxiv_dataset/2020/Q1/LinearFold/old/gflags.py: cannot assign to False (<unknown>, line 321)
Skipped LLM_code/arxiv_dataset/2020/Q1/onpolicybaselines/onpolicyalgos/discrete_actions_space/acktr_discrete/acktr_cont.py: invalid syntax (<unknown>, line 56)
Skipped LLM_code/arxiv_dataset/2020/Q1/onpolicybaselines/onpolicyalgos/discrete_actions_space/acktr_discrete/value_functions.py: invalid syntax (<unknown>, line 25)
Skipped LLM_code/arxiv_dataset/2020/Q1/qSGD/cifar10_WideResNet/cifar.py: invalid syntax (<unknown>, line 246)
Skipped LLM_code/arxiv_dataset/2020/Q1/turnover/code/idea/turnover.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 60)
Skipped LLM_code/arxiv_dataset/2020/Q1/otslm/+otslm/+iter/bowman2017py/SLM_1.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 879)
Skipped LLM_code/arxiv_dataset/2020/Q1/LipGAN/train_unet.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 116)
Skipped LLM_code/arxiv_dataset/2020/Q1/CrDoCo-pytorch/model/TaskModel.py: invalid syntax (<unknown>, line 57)
Skipped LLM_code/arxiv_dataset/2020/Q1/projected_sinkhorn/adv_training_mnist.py: invalid syntax. Perhaps you forgot a comma? (<unknown>, line 178)
Skipped LLM_code/arxiv_dataset/2020/Q1/vpic/scripts/binary_reader/part_hist.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 329)
Skipped LLM_code/arxiv_dataset/2020/Q1/vpic/scripts/binary_reader/read_file.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 23)
Skipped LLM_code/arxiv_dataset/2020/Q1/DA_detection/lib/datasets/tools/mcg_munge.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 31)
Skipped LLM_code/arxiv_dataset/2020/Q1/lang2seg/pyutils/mask-faster-rcnn/lib/datasets/tools/mcg_munge.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 31)
Skipped LLM_code/arxiv_dataset/2020/Q1/lang2seg/pyutils/refer/refer_ref.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 49)
Skipped LLM_code/arxiv_dataset/2020/Q1/lang2seg/pyutils/refer/refer.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 49)
Skipped LLM_code/arxiv_dataset/2020/Q1/lang2seg/pyutils/refer/evaluation/refEvaluation.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 39)
Skipped LLM_code/arxiv_dataset/2020/Q1/lang2seg/pyutils/refer/evaluation/bleu/bleu_scorer.py: Function parameters cannot be parenthesized (<unknown>, line 60)
Skipped LLM_code/arxiv_dataset/2020/Q1/BornMachineTomo/PostProcessCost/ppc.py: expected an indented block after 'for' statement on line 7 (<unknown>, line 8)
Skipped LLM_code/arxiv_dataset/2020/Q1/DAPN/train_lambda.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 241)
Skipped LLM_code/arxiv_dataset/2020/Q1/DAPN/pretrain/main_resnet.py: invalid syntax (<unknown>, line 137)
Skipped LLM_code/arxiv_dataset/2020/Q1/DAPN/prototypical_module/samplers.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 13)
Skipped LLM_code/arxiv_dataset/2020/Q1/DAPN/prototypical_module/logreg.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2020/Q1/PVN3D/pvn3d/lib/utils/icp/pvn3d_icp.py: expected an indented block after function definition on line 6 (<unknown>, line 9)
Skipped LLM_code/arxiv_dataset/2020/Q1/MNN/tools/converter/source/onnx/onnx_model_graph_opt.py: closing parenthesis ']' does not match opening parenthesis '(' (<unknown>, line 267)
Skipped LLM_code/arxiv_dataset/2020/Q1/Big-but-Invisible-Adversarial-Attack/tadv/iclr_tadv.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 290)
Skipped LLM_code/arxiv_dataset/2020/Q1/Explicit-Sparse-Transformer/fairseq_deen_ende/fairseq_cli/score.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/Explicit-Sparse-Transformer/fairseq_deen_ende/fairseq_cli/generate.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/Explicit-Sparse-Transformer/fairseq_deen_ende/fairseq_cli/eval_lm.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/Explicit-Sparse-Transformer/fairseq_deen_ende/fairseq_cli/setup.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/Explicit-Sparse-Transformer/fairseq_deen_ende/fairseq_cli/interactive.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/Explicit-Sparse-Transformer/fairseq_deen_ende/fairseq_cli/train.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/Explicit-Sparse-Transformer/fairseq_deen_ende/fairseq_cli/preprocess.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/TwoStreamSR/Tools/frame2video/genVideo_master.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 46)
Skipped LLM_code/arxiv_dataset/2020/Q1/TwoStreamSR/Tools/video2frame&flow/tools/build_of.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 31)
Skipped LLM_code/arxiv_dataset/2020/Q1/TwoStreamSR/Tools/video2frame&flow/lib/dense_flow/build_of.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 28)
Skipped LLM_code/arxiv_dataset/2020/Q1/core-bitcoin-net-simulator/localtestnet.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 129)
Skipped LLM_code/arxiv_dataset/2020/Q1/GTP/src/GTP_G/src/run_GTP_G.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 410)
Skipped LLM_code/arxiv_dataset/2020/Q1/core-bitcoin-net-simulator/stopminers.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 14)
Skipped LLM_code/arxiv_dataset/2020/Q1/core-bitcoin-net-simulator/bitcoin/qa/rpc-tests/keypool.py: multiple exception types must be parenthesized (<unknown>, line 55)
Skipped LLM_code/arxiv_dataset/2020/Q1/Scribble_Saliency/test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2020/Q1/GTP/src/GTP/src/run_GTP.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 417)
Skipped LLM_code/arxiv_dataset/2020/Q1/core-bitcoin-net-simulator/bitcoin/qa/rpc-tests/wallet.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 40)
Skipped LLM_code/arxiv_dataset/2020/Q1/core-bitcoin-net-simulator/bitcoin/qa/rpc-tests/reindex.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 31)
Skipped LLM_code/arxiv_dataset/2020/Q1/core-bitcoin-net-simulator/bitcoin/qa/rpc-tests/invalidateblock.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 29)
Skipped LLM_code/arxiv_dataset/2020/Q1/core-bitcoin-net-simulator/bitcoin/qa/rpc-tests/getblocktemplate_longpoll.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 53)
Skipped LLM_code/arxiv_dataset/2020/Q1/GTP/src/data_prepare/generate_batch_data.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2020/Q1/S2M2_fewshot/attack_strength.py: invalid syntax (<unknown>, line 2)
Skipped LLM_code/arxiv_dataset/2020/Q1/DeepXi/deepxi/normalisation.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 128)
Skipped LLM_code/arxiv_dataset/2020/Q1/ThreeBody_Stability/get_ac.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 24)
Skipped LLM_code/arxiv_dataset/2020/Q1/OFB-VR/flownet2-pytorch/main.py: invalid syntax (<unknown>, line 264)
Skipped LLM_code/arxiv_dataset/2020/Q1/ByzantineMomentum/experiments/models/wide_resnet.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/VirtualPooling/tools/extra/summarize.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2020/Q1/VirtualPooling/tools/extra/parse_log.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 175)
Skipped LLM_code/arxiv_dataset/2020/Q1/VirtualPooling/tools/extra/resize_and_crop_images.py: multiple exception types must be parenthesized (<unknown>, line 98)
Skipped LLM_code/arxiv_dataset/2020/Q1/Put-In-Context/mturk/Mturk/expB/custom.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2020/Q1/Put-In-Context/mturk/Mturk/GTlabel/custom.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 61)
